case,algo,seed,timestep,success_rate,avg_return,hole_rate,avg_episode_length
case3_hard_slippery_8x8,DQN,4,104000,0.4,0.4,0.18,76.265
case3_hard_slippery_8x8,DQN,4,106000,0.33,0.33,0.105,83.945
case3_hard_slippery_8x8,DQN,4,108000,0.185,0.185,0.015,93.785
case3_hard_slippery_8x8,DQN,4,110000,0.38,0.38,0.095,81.205
case3_hard_slippery_8x8,DQN,4,112000,0.455,0.455,0.23,71.7
case3_hard_slippery_8x8,DQN,4,114000,0.4,0.4,0.05,84.715
case3_hard_slippery_8x8,DQN,4,116000,0.33,0.33,0.025,89.635
case3_hard_slippery_8x8,DQN,4,118000,0.29,0.29,0.0,91.915
case3_hard_slippery_8x8,DQN,4,120000,0.425,0.425,0.06,82.82
case3_hard_slippery_8x8,PPO,0,2000,0.0,0.0,1.0,16.835
case3_hard_slippery_8x8,PPO,0,4000,0.0,0.0,0.97,32.195
case3_hard_slippery_8x8,PPO,0,6000,0.0,0.0,0.99,25.49
case3_hard_slippery_8x8,PPO,0,8000,0.0,0.0,1.0,7.325
case3_hard_slippery_8x8,PPO,0,10000,0.0,0.0,1.0,7.19
case3_hard_slippery_8x8,PPO,0,12000,0.0,0.0,1.0,24.605
case3_hard_slippery_8x8,PPO,0,14000,0.0,0.0,1.0,21.47
case3_hard_slippery_8x8,PPO,0,16000,0.0,0.0,1.0,13.03
case3_hard_slippery_8x8,PPO,0,18000,0.0,0.0,1.0,12.145
case3_hard_slippery_8x8,PPO,0,20000,0.0,0.0,0.965,32.665
case3_hard_slippery_8x8,PPO,0,22000,0.0,0.0,0.89,44.36
case3_hard_slippery_8x8,PPO,0,24000,0.0,0.0,0.97,32.285
case3_hard_slippery_8x8,PPO,0,26000,0.0,0.0,0.99,31.5
case3_hard_slippery_8x8,PPO,0,28000,0.0,0.0,0.93,39.705
case3_hard_slippery_8x8,PPO,0,30000,0.0,0.0,0.91,40.515
case3_hard_slippery_8x8,PPO,0,32000,0.0,0.0,0.94,37.815
case3_hard_slippery_8x8,PPO,0,34000,0.0,0.0,0.72,64.745
case3_hard_slippery_8x8,PPO,0,36000,0.0,0.0,0.71,64.02
case3_hard_slippery_8x8,PPO,0,38000,0.0,0.0,0.78,59.09
case3_hard_slippery_8x8,PPO,0,40000,0.0,0.0,0.71,62.325
case3_hard_slippery_8x8,PPO,0,42000,0.0,0.0,0.98,23.685
case3_hard_slippery_8x8,PPO,0,44000,0.0,0.0,0.745,63.295
case3_hard_slippery_8x8,PPO,0,46000,0.0,0.0,0.985,20.03
case3_hard_slippery_8x8,PPO,0,48000,0.0,0.0,1.0,14.25
case3_hard_slippery_8x8,PPO,0,50000,0.0,0.0,0.99,34.505
case3_hard_slippery_8x8,PPO,0,52000,0.0,0.0,1.0,5.605
case3_hard_slippery_8x8,PPO,0,54000,0.0,0.0,1.0,5.625
case3_hard_slippery_8x8,PPO,0,56000,0.0,0.0,1.0,15.63
case3_hard_slippery_8x8,PPO,0,58000,0.0,0.0,0.305,88.79
case3_hard_slippery_8x8,PPO,0,60000,0.0,0.0,0.64,69.755
case3_hard_slippery_8x8,PPO,0,62000,0.0,0.0,0.395,83.415
case3_hard_slippery_8x8,PPO,0,64000,0.0,0.0,0.965,31.89
case3_hard_slippery_8x8,PPO,0,66000,0.0,0.0,0.59,75.42
case3_hard_slippery_8x8,PPO,0,68000,0.0,0.0,0.675,68.985
case3_hard_slippery_8x8,PPO,0,70000,0.0,0.0,0.0,100.0
case3_hard_slippery_8x8,PPO,0,72000,0.0,0.0,0.0,100.0
case3_hard_slippery_8x8,PPO,0,74000,0.0,0.0,0.0,100.0
case3_hard_slippery_8x8,PPO,0,76000,0.0,0.0,0.0,100.0
case3_hard_slippery_8x8,PPO,0,78000,0.0,0.0,0.0,100.0
case3_hard_slippery_8x8,PPO,0,80000,0.0,0.0,0.0,100.0
case3_hard_slippery_8x8,PPO,0,82000,0.0,0.0,0.0,100.0
case3_hard_slippery_8x8,PPO,0,84000,0.0,0.0,0.0,100.0
case3_hard_slippery_8x8,PPO,0,86000,0.0,0.0,0.0,100.0
case3_hard_slippery_8x8,PPO,0,88000,0.0,0.0,0.0,100.0
case3_hard_slippery_8x8,PPO,0,90000,0.0,0.0,0.0,100.0
case3_hard_slippery_8x8,PPO,0,92000,0.0,0.0,0.3,87.53
case3_hard_slippery_8x8,PPO,0,94000,0.0,0.0,0.0,100.0
case3_hard_slippery_8x8,PPO,0,96000,0.0,0.0,0.0,100.0
case3_hard_slippery_8x8,PPO,0,98000,0.0,0.0,0.0,100.0
case3_hard_slippery_8x8,PPO,0,100000,0.0,0.0,0.0,100.0
case3_hard_slippery_8x8,PPO,0,102000,0.0,0.0,0.0,100.0
case3_hard_slippery_8x8,PPO,0,104000,0.0,0.0,0.0,100.0
case3_hard_slippery_8x8,PPO,0,106000,0.0,0.0,0.0,100.0
case3_hard_slippery_8x8,PPO,0,108000,0.0,0.0,0.0,100.0
case3_hard_slippery_8x8,PPO,0,110000,0.0,0.0,0.0,100.0
case3_hard_slippery_8x8,PPO,0,112000,0.0,0.0,0.995,8.925
case3_hard_slippery_8x8,PPO,0,114000,0.0,0.0,0.98,23.225
case3_hard_slippery_8x8,PPO,0,116000,0.0,0.0,0.985,8.595
case3_hard_slippery_8x8,PPO,0,118000,0.0,0.0,0.53,73.55
case3_hard_slippery_8x8,PPO,0,120000,0.0,0.0,0.645,70.04
case3_hard_slippery_8x8,PPO,1,2000,0.0,0.0,0.55,75.92
case3_hard_slippery_8x8,PPO,1,4000,0.0,0.0,0.89,41.015
case3_hard_slippery_8x8,PPO,1,6000,0.0,0.0,1.0,8.345
case3_hard_slippery_8x8,PPO,1,8000,0.0,0.0,1.0,7.18
case3_hard_slippery_8x8,PPO,1,10000,0.0,0.0,1.0,6.76
case3_hard_slippery_8x8,PPO,1,12000,0.0,0.0,1.0,7.27
case3_hard_slippery_8x8,PPO,1,14000,0.0,0.0,1.0,9.095
case3_hard_slippery_8x8,PPO,1,16000,0.0,0.0,1.0,9.77
case3_hard_slippery_8x8,PPO,1,18000,0.0,0.0,1.0,5.14
case3_hard_slippery_8x8,PPO,1,20000,0.0,0.0,1.0,4.73
case3_hard_slippery_8x8,PPO,1,22000,0.0,0.0,1.0,5.11
case3_hard_slippery_8x8,PPO,1,24000,0.0,0.0,1.0,5.86
case3_hard_slippery_8x8,PPO,1,26000,0.0,0.0,1.0,6.235
case3_hard_slippery_8x8,PPO,1,28000,0.0,0.0,1.0,6.23
case3_hard_slippery_8x8,PPO,1,30000,0.0,0.0,1.0,6.245
case3_hard_slippery_8x8,PPO,1,32000,0.0,0.0,1.0,5.715
case3_hard_slippery_8x8,PPO,1,34000,0.0,0.0,1.0,7.505
case3_hard_slippery_8x8,PPO,1,36000,0.0,0.0,1.0,8.32
case3_hard_slippery_8x8,PPO,1,38000,0.0,0.0,1.0,5.815
case3_hard_slippery_8x8,PPO,1,40000,0.0,0.0,1.0,5.69
case3_hard_slippery_8x8,PPO,1,42000,0.0,0.0,1.0,6.005
case3_hard_slippery_8x8,PPO,1,44000,0.0,0.0,1.0,5.77
case3_hard_slippery_8x8,PPO,1,46000,0.0,0.0,1.0,5.855
case3_hard_slippery_8x8,PPO,1,48000,0.0,0.0,1.0,5.405
case3_hard_slippery_8x8,PPO,1,50000,0.0,0.0,1.0,5.025
case3_hard_slippery_8x8,PPO,1,52000,0.0,0.0,1.0,5.87
case3_hard_slippery_8x8,PPO,1,54000,0.0,0.0,1.0,5.27
case3_hard_slippery_8x8,PPO,1,56000,0.0,0.0,1.0,5.085
case3_hard_slippery_8x8,PPO,1,58000,0.0,0.0,1.0,5.03
case3_hard_slippery_8x8,PPO,1,60000,0.0,0.0,1.0,10.355
case3_hard_slippery_8x8,PPO,1,62000,0.0,0.0,1.0,10.53
case3_hard_slippery_8x8,PPO,1,64000,0.0,0.0,1.0,6.44
case3_hard_slippery_8x8,PPO,1,66000,0.0,0.0,1.0,5.27
case3_hard_slippery_8x8,PPO,1,68000,0.0,0.0,1.0,7.415
case3_hard_slippery_8x8,PPO,1,70000,0.0,0.0,1.0,5.675
case3_hard_slippery_8x8,PPO,1,72000,0.0,0.0,1.0,11.07
case3_hard_slippery_8x8,PPO,1,74000,0.0,0.0,1.0,6.56
case3_hard_slippery_8x8,PPO,1,76000,0.0,0.0,1.0,6.155
case3_hard_slippery_8x8,PPO,1,78000,0.0,0.0,1.0,6.305
case3_hard_slippery_8x8,PPO,1,80000,0.0,0.0,1.0,9.165
case3_hard_slippery_8x8,PPO,1,82000,0.0,0.0,1.0,9.315
case3_hard_slippery_8x8,PPO,1,84000,0.0,0.0,1.0,6.01
case3_hard_slippery_8x8,PPO,1,86000,0.0,0.0,1.0,6.325
case3_hard_slippery_8x8,PPO,1,88000,0.0,0.0,1.0,6.565
case3_hard_slippery_8x8,PPO,1,90000,0.0,0.0,1.0,6.975
case3_hard_slippery_8x8,PPO,1,92000,0.0,0.0,1.0,6.615
case3_hard_slippery_8x8,PPO,1,94000,0.0,0.0,1.0,5.78
case3_hard_slippery_8x8,PPO,1,96000,0.0,0.0,1.0,5.12
case3_hard_slippery_8x8,PPO,1,98000,0.0,0.0,1.0,5.105
case3_hard_slippery_8x8,PPO,1,100000,0.0,0.0,1.0,5.16
case3_hard_slippery_8x8,PPO,1,102000,0.0,0.0,1.0,5.08
case3_hard_slippery_8x8,PPO,1,104000,0.0,0.0,1.0,5.375
case3_hard_slippery_8x8,PPO,1,106000,0.0,0.0,1.0,5.195
case3_hard_slippery_8x8,PPO,1,108000,0.0,0.0,1.0,7.54
case3_hard_slippery_8x8,PPO,1,110000,0.0,0.0,1.0,7.12
case3_hard_slippery_8x8,PPO,1,112000,0.0,0.0,1.0,6.995
case3_hard_slippery_8x8,PPO,1,114000,0.0,0.0,1.0,19.41
case3_hard_slippery_8x8,PPO,1,116000,0.0,0.0,1.0,21.61
case3_hard_slippery_8x8,PPO,1,118000,0.0,0.0,1.0,7.785
case3_hard_slippery_8x8,PPO,1,120000,0.0,0.0,0.995,24.085
case3_hard_slippery_8x8,PPO,2,2000,0.0,0.0,1.0,6.92
case3_hard_slippery_8x8,PPO,2,4000,0.0,0.0,1.0,6.06
case3_hard_slippery_8x8,PPO,2,6000,0.0,0.0,1.0,8.555
case3_hard_slippery_8x8,PPO,2,8000,0.0,0.0,1.0,7.875
case3_hard_slippery_8x8,PPO,2,10000,0.0,0.0,0.995,6.05
case3_hard_slippery_8x8,PPO,2,12000,0.0,0.0,1.0,5.46
case3_hard_slippery_8x8,PPO,2,14000,0.0,0.0,0.995,22.635
case3_hard_slippery_8x8,PPO,2,16000,0.0,0.0,0.985,27.15
case3_hard_slippery_8x8,PPO,2,18000,0.0,0.0,1.0,16.23
case3_hard_slippery_8x8,PPO,2,20000,0.0,0.0,1.0,6.95
case3_hard_slippery_8x8,PPO,2,22000,0.0,0.0,1.0,6.64
case3_hard_slippery_8x8,PPO,2,24000,0.0,0.0,1.0,9.14
case3_hard_slippery_8x8,PPO,2,26000,0.0,0.0,1.0,7.13
case3_hard_slippery_8x8,PPO,2,28000,0.0,0.0,1.0,6.725
case3_hard_slippery_8x8,PPO,2,30000,0.0,0.0,1.0,18.005
case3_hard_slippery_8x8,PPO,2,32000,0.0,0.0,1.0,21.505
case3_hard_slippery_8x8,PPO,2,34000,0.0,0.0,1.0,6.975
case3_hard_slippery_8x8,PPO,2,36000,0.0,0.0,1.0,7.075
case3_hard_slippery_8x8,PPO,2,38000,0.0,0.0,1.0,8.005
case3_hard_slippery_8x8,PPO,2,40000,0.0,0.0,1.0,4.63
case3_hard_slippery_8x8,PPO,2,42000,0.0,0.0,1.0,5.435
case3_hard_slippery_8x8,PPO,2,44000,0.0,0.0,1.0,8.235
case3_hard_slippery_8x8,PPO,2,46000,0.0,0.0,1.0,8.885
case3_hard_slippery_8x8,PPO,2,48000,0.0,0.0,1.0,9.78
case3_hard_slippery_8x8,PPO,2,50000,0.0,0.0,1.0,7.66
case3_hard_slippery_8x8,PPO,2,52000,0.0,0.0,1.0,5.685
case3_hard_slippery_8x8,PPO,2,54000,0.0,0.0,1.0,5.225
case3_hard_slippery_8x8,PPO,2,56000,0.0,0.0,1.0,6.645
case3_hard_slippery_8x8,PPO,2,58000,0.0,0.0,1.0,6.405
case3_hard_slippery_8x8,PPO,2,60000,0.0,0.0,1.0,6.985
case3_hard_slippery_8x8,PPO,2,62000,0.0,0.0,1.0,6.235
case3_hard_slippery_8x8,PPO,2,64000,0.0,0.0,1.0,6.895
case3_hard_slippery_8x8,PPO,2,66000,0.0,0.0,1.0,7.175
case3_hard_slippery_8x8,PPO,2,68000,0.0,0.0,1.0,7.075
case3_hard_slippery_8x8,PPO,2,70000,0.0,0.0,0.995,17.855
case3_hard_slippery_8x8,PPO,2,72000,0.0,0.0,1.0,8.27
case3_hard_slippery_8x8,PPO,2,74000,0.0,0.0,1.0,6.16
case3_hard_slippery_8x8,PPO,2,76000,0.0,0.0,1.0,6.42
case3_hard_slippery_8x8,PPO,2,78000,0.0,0.0,1.0,6.76
case3_hard_slippery_8x8,PPO,2,80000,0.0,0.0,1.0,6.81
case3_hard_slippery_8x8,PPO,2,82000,0.0,0.0,1.0,6.835
case3_hard_slippery_8x8,PPO,2,84000,0.0,0.0,1.0,7.075
case3_hard_slippery_8x8,PPO,2,86000,0.0,0.0,1.0,6.4
case3_hard_slippery_8x8,PPO,2,88000,0.0,0.0,1.0,8.66
case3_hard_slippery_8x8,PPO,2,90000,0.0,0.0,1.0,7.2
case3_hard_slippery_8x8,PPO,2,92000,0.0,0.0,1.0,6.34
case3_hard_slippery_8x8,PPO,2,94000,0.0,0.0,1.0,6.585
case3_hard_slippery_8x8,PPO,2,96000,0.005,0.005,0.995,6.98
case3_hard_slippery_8x8,PPO,2,98000,0.0,0.0,1.0,6.245
case3_hard_slippery_8x8,PPO,2,100000,0.0,0.0,1.0,6.855
case3_hard_slippery_8x8,PPO,2,102000,0.0,0.0,1.0,5.84
case3_hard_slippery_8x8,PPO,2,104000,0.0,0.0,1.0,6.145
case3_hard_slippery_8x8,PPO,2,106000,0.0,0.0,1.0,6.095
case3_hard_slippery_8x8,PPO,2,108000,0.0,0.0,1.0,11.95
case3_hard_slippery_8x8,PPO,2,110000,0.01,0.01,0.99,11.6
case3_hard_slippery_8x8,PPO,2,112000,0.0,0.0,1.0,12.135
case3_hard_slippery_8x8,PPO,2,114000,0.0,0.0,1.0,12.28
case3_hard_slippery_8x8,PPO,2,116000,0.015,0.015,0.985,26.875
case3_hard_slippery_8x8,PPO,2,118000,0.0,0.0,0.995,16.475
case3_hard_slippery_8x8,PPO,2,120000,0.0,0.0,0.89,49.685
case3_hard_slippery_8x8,PPO,3,2000,0.0,0.0,1.0,10.08
case3_hard_slippery_8x8,PPO,3,4000,0.0,0.0,1.0,6.44
case3_hard_slippery_8x8,PPO,3,6000,0.0,0.0,0.825,55.535
case3_hard_slippery_8x8,PPO,3,8000,0.0,0.0,1.0,23.92
case3_hard_slippery_8x8,PPO,3,10000,0.0,0.0,0.935,35.695
case3_hard_slippery_8x8,PPO,3,12000,0.0,0.0,0.595,67.425
case3_hard_slippery_8x8,PPO,3,14000,0.0,0.0,0.835,51.48
case3_hard_slippery_8x8,PPO,3,16000,0.0,0.0,0.865,55.02
case3_hard_slippery_8x8,PPO,3,18000,0.0,0.0,0.965,31.815
case3_hard_slippery_8x8,PPO,3,20000,0.0,0.0,0.815,55.905
case3_hard_slippery_8x8,PPO,3,22000,0.0,0.0,0.825,54.835
case3_hard_slippery_8x8,PPO,3,24000,0.0,0.0,0.0,100.0
case3_hard_slippery_8x8,PPO,3,26000,0.0,0.0,0.92,40.155
case3_hard_slippery_8x8,PPO,3,28000,0.0,0.0,0.0,100.0
case3_hard_slippery_8x8,PPO,3,30000,0.0,0.0,0.975,36.155
case3_hard_slippery_8x8,PPO,3,32000,0.0,0.0,0.97,29.125
case3_hard_slippery_8x8,PPO,3,34000,0.0,0.0,1.0,6.145
case3_hard_slippery_8x8,PPO,3,36000,0.0,0.0,0.925,43.275
case3_hard_slippery_8x8,PPO,3,38000,0.0,0.0,0.92,47.09
case3_hard_slippery_8x8,PPO,3,40000,0.0,0.0,1.0,10.19
case3_hard_slippery_8x8,PPO,3,42000,0.0,0.0,1.0,9.345
case3_hard_slippery_8x8,PPO,3,44000,0.0,0.0,1.0,9.79
case3_hard_slippery_8x8,PPO,3,46000,0.0,0.0,1.0,8.175
case3_hard_slippery_8x8,PPO,3,48000,0.0,0.0,0.695,62.235
case3_hard_slippery_8x8,PPO,3,50000,0.0,0.0,0.0,100.0
case3_hard_slippery_8x8,PPO,3,52000,0.0,0.0,0.0,100.0
case3_hard_slippery_8x8,PPO,3,54000,0.0,0.0,0.9,46.605
case3_hard_slippery_8x8,PPO,3,56000,0.0,0.0,1.0,7.185
case3_hard_slippery_8x8,PPO,3,58000,0.0,0.0,0.875,46.19
case3_hard_slippery_8x8,PPO,3,60000,0.0,0.0,0.91,45.18
case3_hard_slippery_8x8,PPO,3,62000,0.0,0.0,0.935,41.585
case3_hard_slippery_8x8,PPO,3,64000,0.0,0.0,0.935,41.58
case3_hard_slippery_8x8,PPO,3,66000,0.0,0.0,1.0,6.555
case3_hard_slippery_8x8,PPO,3,68000,0.0,0.0,1.0,12.38
case3_hard_slippery_8x8,PPO,3,70000,0.0,0.0,1.0,12.635
case3_hard_slippery_8x8,PPO,3,72000,0.0,0.0,1.0,24.835
case3_hard_slippery_8x8,PPO,3,74000,0.0,0.0,1.0,11.3
case3_hard_slippery_8x8,PPO,3,76000,0.0,0.0,0.995,25.165
case3_hard_slippery_8x8,PPO,3,78000,0.0,0.0,0.995,22.96
case3_hard_slippery_8x8,PPO,3,80000,0.0,0.0,1.0,25.385
case3_hard_slippery_8x8,PPO,3,82000,0.0,0.0,1.0,11.28
case3_hard_slippery_8x8,PPO,3,84000,0.0,0.0,1.0,10.565
case3_hard_slippery_8x8,PPO,3,86000,0.0,0.0,1.0,7.055
case3_hard_slippery_8x8,PPO,3,88000,0.0,0.0,1.0,6.705
case3_hard_slippery_8x8,PPO,3,90000,0.0,0.0,1.0,6.715
case3_hard_slippery_8x8,PPO,3,92000,0.0,0.0,1.0,7.155
case3_hard_slippery_8x8,PPO,3,94000,0.0,0.0,1.0,7.08
case3_hard_slippery_8x8,PPO,3,96000,0.0,0.0,1.0,7.48
case3_hard_slippery_8x8,PPO,3,98000,0.0,0.0,1.0,6.415
case3_hard_slippery_8x8,PPO,3,100000,0.0,0.0,1.0,7.555
case3_hard_slippery_8x8,PPO,3,102000,0.0,0.0,1.0,21.375
case3_hard_slippery_8x8,PPO,3,104000,0.0,0.0,1.0,20.615
case3_hard_slippery_8x8,PPO,3,106000,0.0,0.0,1.0,7.17
case3_hard_slippery_8x8,PPO,3,108000,0.0,0.0,1.0,7.22
case3_hard_slippery_8x8,PPO,3,110000,0.0,0.0,1.0,6.88
case3_hard_slippery_8x8,PPO,3,112000,0.0,0.0,1.0,7.2
case3_hard_slippery_8x8,PPO,3,114000,0.0,0.0,1.0,6.825
case3_hard_slippery_8x8,PPO,3,116000,0.0,0.0,1.0,6.78
case3_hard_slippery_8x8,PPO,3,118000,0.0,0.0,1.0,6.8
case3_hard_slippery_8x8,PPO,3,120000,0.0,0.0,1.0,6.605
case3_hard_slippery_8x8,PPO,4,2000,0.0,0.0,1.0,6.23
case3_hard_slippery_8x8,PPO,4,4000,0.0,0.0,1.0,6.11
case3_hard_slippery_8x8,PPO,4,6000,0.0,0.0,1.0,7.76
case3_hard_slippery_8x8,PPO,4,8000,0.0,0.0,0.965,12.97
case3_hard_slippery_8x8,PPO,4,10000,0.0,0.0,0.3,89.76
case3_hard_slippery_8x8,PPO,4,12000,0.0,0.0,0.0,100.0
case3_hard_slippery_8x8,PPO,4,14000,0.0,0.0,0.0,100.0
case3_hard_slippery_8x8,PPO,4,16000,0.0,0.0,0.0,100.0
case3_hard_slippery_8x8,PPO,4,18000,0.0,0.0,0.98,20.64
case3_hard_slippery_8x8,PPO,4,20000,0.0,0.0,0.99,9.19
case3_hard_slippery_8x8,PPO,4,22000,0.0,0.0,0.945,24.11
case3_hard_slippery_8x8,PPO,4,24000,0.0,0.0,0.995,9.84
case3_hard_slippery_8x8,PPO,4,26000,0.0,0.0,0.985,11.07
case3_hard_slippery_8x8,PPO,4,28000,0.0,0.0,0.99,11.275
case3_hard_slippery_8x8,PPO,4,30000,0.0,0.0,0.995,11.83
case3_hard_slippery_8x8,PPO,4,32000,0.0,0.0,1.0,7.55
case3_hard_slippery_8x8,PPO,4,34000,0.0,0.0,1.0,7.92
case3_hard_slippery_8x8,PPO,4,36000,0.0,0.0,1.0,5.905
case3_hard_slippery_8x8,PPO,4,38000,0.0,0.0,1.0,7.575
case3_hard_slippery_8x8,PPO,4,40000,0.0,0.0,0.995,7.66
case3_hard_slippery_8x8,PPO,4,42000,0.0,0.0,1.0,8.545
case3_hard_slippery_8x8,PPO,4,44000,0.0,0.0,0.995,8.365
case3_hard_slippery_8x8,PPO,4,46000,0.0,0.0,1.0,7.32
case3_hard_slippery_8x8,PPO,4,48000,0.0,0.0,1.0,7.04
case3_hard_slippery_8x8,PPO,4,50000,0.0,0.0,1.0,8.805
case3_hard_slippery_8x8,PPO,4,52000,0.0,0.0,0.995,9.44
case3_hard_slippery_8x8,PPO,4,54000,0.0,0.0,0.99,19.41
case3_hard_slippery_8x8,PPO,4,56000,0.0,0.0,0.98,22.185
case3_hard_slippery_8x8,PPO,4,58000,0.0,0.0,0.985,21.575
case3_hard_slippery_8x8,PPO,4,60000,0.0,0.0,0.93,44.365
case3_hard_slippery_8x8,PPO,4,62000,0.0,0.0,0.975,20.885
case3_hard_slippery_8x8,PPO,4,64000,0.0,0.0,0.995,23.255
case3_hard_slippery_8x8,PPO,4,66000,0.0,0.0,0.985,25.365
case3_hard_slippery_8x8,PPO,4,68000,0.0,0.0,0.775,52.82
case3_hard_slippery_8x8,PPO,4,70000,0.0,0.0,1.0,22.035
case3_hard_slippery_8x8,PPO,4,72000,0.0,0.0,0.98,24.66
case3_hard_slippery_8x8,PPO,4,74000,0.0,0.0,1.0,17.765
case3_hard_slippery_8x8,PPO,4,76000,0.0,0.0,0.995,18.755
case3_hard_slippery_8x8,PPO,4,78000,0.0,0.0,0.985,19.755
case3_hard_slippery_8x8,PPO,4,80000,0.0,0.0,1.0,12.81
case3_hard_slippery_8x8,PPO,4,82000,0.02,0.02,0.965,10.175
case3_hard_slippery_8x8,PPO,4,84000,0.0,0.0,1.0,11.925
case3_hard_slippery_8x8,PPO,4,86000,0.0,0.0,0.985,20.45
case3_hard_slippery_8x8,PPO,4,88000,0.0,0.0,0.98,25.5
case3_hard_slippery_8x8,PPO,4,90000,0.065,0.065,0.87,19.0
case3_hard_slippery_8x8,PPO,4,92000,0.12,0.12,0.795,28.535
case3_hard_slippery_8x8,PPO,4,94000,0.0,0.0,0.98,26.555
case3_hard_slippery_8x8,PPO,4,96000,0.0,0.0,0.91,31.16
case3_hard_slippery_8x8,PPO,4,98000,0.0,0.0,0.93,28.585
case3_hard_slippery_8x8,PPO,4,100000,0.0,0.0,0.97,25.37
case3_hard_slippery_8x8,PPO,4,102000,0.0,0.0,0.98,21.57
case3_hard_slippery_8x8,PPO,4,104000,0.0,0.0,0.97,24.405
case3_hard_slippery_8x8,PPO,4,106000,0.03,0.03,0.96,22.19
case3_hard_slippery_8x8,PPO,4,108000,0.0,0.0,0.995,19.705
case3_hard_slippery_8x8,PPO,4,110000,0.02,0.02,0.965,24.395
case3_hard_slippery_8x8,PPO,4,112000,0.045,0.045,0.935,24.8
case3_hard_slippery_8x8,PPO,4,114000,0.06,0.06,0.89,28.325
case3_hard_slippery_8x8,PPO,4,116000,0.065,0.065,0.85,30.31
case3_hard_slippery_8x8,PPO,4,118000,0.035,0.035,0.93,28.46
case3_hard_slippery_8x8,PPO,4,120000,0.085,0.085,0.865,27.605
